Month_Year,Category,Ship_State,Order_Region,Total_Revenue,Total_Orders,Total_Units_Sold,Revenue_Segment
Mar-2021,SAREE,MALAYSIA,International,135391478.19,255498,264094.0,High
Aug-2025,BOTTOM,BIHAR,Domestic,380192.38,370,365.0,Low
Apr-2022,BLOUSE,RAJASTHAN,Domestic,563706.0,1170,1170.0,High
Jun-2022,TOP,MANIPUR,Domestic,1316469.0,1722,1722.0,High
Apr-2024,KURTA,IRELAND,International,16192156.68,15590,15601.0,Medium
May-2022,TOP,ANDAMAN & NICOBAR,Domestic,768012.0,2583,1722.0,High
Aug-2021,SET,GERMANY,International,152363554.13,279516,238525.0,High
Jun-2022,SET,ASSAM,Domestic,148634908.0,179379,174134.0,High
Aug-2021,BOTTOM,SPAIN,International,185583.98,132,127.0,Low
Apr-2022,SAREE,CHHATTISGARH,Domestic,7247323.07,5887,6112.0,Medium
Apr-2022,BLOUSE,TELANGANA,Domestic,3164616.0,7254,7020.0,High
Mar-2024,BOTTOM,POLAND,International,2748371.26,6415,6375.0,Medium
Aug-2022,SAREE,International,International,32281129.0,26269,23564.0,High
May-2024,SET,LADAKH,Domestic,1858094.42,1845,1760.0,Medium
Dec-2024,SAREE,SWEDEN,International,300937.87,943,850.0,Low
Jun-2023,SAREE,POLAND,International,187128.7,256,244.0,Low
Oct-2025,SAREE,MADHYA PRADESH,Domestic,1436044.9,1464,1315.0,Medium
May-2024,SET,UNITED KINGDOM,International,1156169.61,2463,2393.0,Medium
Dec-2022,KURTA,SOUTH AFRICA,International,200754.85,310,285.0,Low
Jun-2022,TOP,ASSAM,Domestic,15132075.0,27552,25830.0,High
Dec-2025,SAREE,TAMIL NADU,Domestic,485627532.82,593645,619688.0,High
May-2022,SAREE,TAMIL NADU,Domestic,1108674.0,588,882.0,High
Apr-2022,BOTTOM,GOA,Domestic,36081.0,76,76.0,Low
Dec-2022,SET,HARYANA,Domestic,9554451.0,7450,7049.0,High
Dec-2024,TOP,SOUTH KOREA,International,11722644.23,8312,7309.0,Medium
Aug-2022,KURTA,PUNJAB/MOHALI/ZIRAKPUR,Domestic,274468.98,260,256.0,Low
Jun-2021,SAREE,ANDAMAN & NICOBAR,Domestic,315830956.27,530324,524032.0,High
Feb-2021,SAREE,UNITED STATES,International,3755585.23,3249,3194.0,Medium
Apr-2021,BOTTOM,ANDAMAN & NICOBAR,Domestic,199746.26,143,122.0,Low
Nov-2022,BOTTOM,NEW DELHI,Domestic,308178.36,428,373.0,Low
Jul-2021,SAREE,SWEDEN,International,495931.08,522,546.0,Low
Jul-2025,SAREE,SOUTH KOREA,International,182308898.35,303306,293830.0,High
Feb-2023,KURTA,BELGIUM,International,5520840.03,4491,4163.0,Medium
Mar-2022,BOTTOM,UAE,International,19101607.25,13665,12626.0,Medium
May-2022,SET,JHARKHAND,Domestic,171832494.0,212947,205604.0,High
Dec-2021,BOTTOM,VIETNAM,International,472915589.14,351478,319102.0,High
May-2021,BOTTOM,SWITZERLAND,International,7398888.6,5716,5760.0,Medium
Oct-2023,TOP,VIETNAM,International,16102976.64,11351,11396.0,Medium
Jun-2022,SET,JAMMU & KASHMIR,Domestic,83049330.0,98606,95459.0,High
Oct-2024,SET,MAHARASHTRA,Domestic,7673020.03,7940,6907.0,Medium
Dec-2025,BLOUSE,INDONESIA,International,281286.16,213,203.0,Low
Jun-2022,TOP,TELANGANA,Domestic,192893.38,336,290.0,Low
Jan-2024,BLOUSE,MANIPUR,Domestic,226551885.46,359808,369720.0,High
Nov-2022,TOP,TELANGANA,Domestic,9546661.85,6862,6572.0,Medium
Mar-2022,BOTTOM,RAJASTHAN,Domestic,13830.0,36392,38.0,Low
Aug-2025,SAREE,GOA,Domestic,2745696.28,3426,3092.0,Medium
Jun-2024,KURTA,ODISHA,Domestic,375487.21,498,470.0,Low
Mar-2022,KURTA,ANDHRA PRADESH,Domestic,4211448.0,7408,7408.0,High
Feb-2021,SAREE,HIMACHAL PRADESH,Domestic,291192491.68,217330,209584.0,High
Apr-2022,BLOUSE,KERALA,Domestic,1339416.0,2340,2340.0,High
Mar-2025,SET,SPAIN,International,237744.26,158,149.0,Low
May-2022,BLOUSE,CHANDIGARH,Domestic,88218.0,234,234.0,Medium
Aug-2024,KURTA,MANIPUR,Domestic,198856.34,211,214.0,Low
Mar-2025,TOP,UNITED STATES,International,13130326.96,14538,13787.0,Medium
Jun-2024,KURTA,NETHERLANDS,International,19127233.98,14009,12799.0,Medium
Dec-2021,SET,CANADA,International,345998032.79,327138,295769.0,High
Sep-2023,KURTA,BRAZIL,International,131792882.55,100268,99810.0,High
Apr-2022,BOTTOM,WEST BENGAL,Domestic,99997.0,285,285.0,Medium
Apr-2024,SET,MALAYSIA,International,9872636.55,10260,10017.0,Medium
Dec-2024,BOTTOM,ORISSA,Domestic,424809.88,522,501.0,Low
Apr-2022,SET,International,International,3901231.0,4196,4196.0,High
May-2022,BOTTOM,RAJASTHAN,Domestic,20691.0,57,57.0,Low
Jan-2023,SET,SAUDI ARABIA,International,32167330.05,28515,26040.0,High
Jul-2024,KURTA,BIHAR,Domestic,334617659.12,1078010,1116283.0,High
Jun-2025,BLOUSE,LADAKH,Domestic,240961871.17,548612,540154.0,High
Apr-2022,TOP,DELHI,Domestic,93408168.0,204057,197169.0,High
Oct-2023,BOTTOM,BRAZIL,International,453820.83,308,276.0,Low
Mar-2021,SET,PONDICHERRY,Domestic,17347250.82,19766,20349.0,Medium
Dec-2025,BLOUSE,BIHAR,Domestic,335543.95,300,257.0,Low
Sep-2023,BLOUSE,RAJSTHAN,Domestic,1783065.25,1554,1394.0,Medium
Apr-2022,TOP,MEGHALAYA,Domestic,3403533.0,7749,7749.0,High
Aug-2025,SET,PUNJAB,Domestic,398175065.4,658509,660304.0,High
Nov-2022,BOTTOM,DELHI,Domestic,13321266.0,10283,10032.0,High
Feb-2024,BLOUSE,SWEDEN,International,109248147.62,191918,182086.0,High
May-2024,SAREE,JHARKHAND,Domestic,148145.48,158,135.0,Low
Jun-2022,SAREE,POLAND,International,379726.01,896,923.0,Low
May-2025,SET,BELGIUM,International,9128934.89,10227,9331.0,Medium
Apr-2024,SAREE,AR,Domestic,193229.97,134,114.0,Low
Apr-2025,KURTA,THAILAND,International,410985817.77,437067,383846.0,High
Jul-2025,BLOUSE,MEGHALAYA,Domestic,496503.08,1285,1104.0,Low
Jan-2021,SET,RAJASTHAN,Domestic,204242663.86,240998,222636.0,High
Apr-2023,SAREE,WEST BENGAL,Domestic,306887521.05,228400,234833.0,High
May-2022,SET,NEW ZEALAND,International,269632650.17,282027,250149.0,High
Apr-2022,KURTA,ANDAMAN & NICOBAR,Domestic,39121648.0,107416,96304.0,High
May-2025,SAREE,ARUNACHAL PRADESH,Domestic,36277.91,40,36.0,Low
Jul-2024,TOP,THAILAND,International,14485775.0,11147,11130.0,Medium
Apr-2021,SAREE,NAGALAND,Domestic,353558.4,316,294.0,Low
Mar-2021,SAREE,NAGALAND,Domestic,233295367.64,369924,360456.0,High
Feb-2024,KURTA,NEW DELHI,Domestic,19246025.31,22622,20307.0,Medium
Jan-2023,SAREE,KERALA,Domestic,109481506.33,91292,87561.0,High
May-2022,KURTA,International,International,9404456.0,18520,18520.0,High
May-2022,TOP,AR,Domestic,424473.0,861,861.0,High
Mar-2022,SET,ANDHRA PRADESH,Domestic,721712.0,1049,1049.0,High
Dec-2021,SET,JHARKHAND,Domestic,92055.27,107,91.0,Low
May-2025,BLOUSE,DENMARK,International,151831132.58,129024,131153.0,High
Nov-2021,TOP,HARYANA,Domestic,9724036.32,27626,27346.0,Medium
Apr-2022,KURTA,MADHYA PRADESH,Domestic,487027848.0,1177872,1092680.0,High
Mar-2024,KURTA,TRIPURA,Domestic,17890494.12,33394,32484.0,Medium
Mar-2022,KURTA,MADHYA PRADESH,Domestic,1848296.0,3704,3704.0,High
Apr-2023,TOP,KERALA,Domestic,457799.38,309,303.0,Low
Jan-2021,SAREE,ITALY,International,418488.48,505,459.0,Low
Nov-2022,KURTA,KERALA,Domestic,2466711.0,2191,1929.0,High
Mar-2021,BLOUSE,PONDICHERRY,Domestic,2951623.25,2491,2602.0,Medium
Sep-2023,BOTTOM,UNITED STATES,International,148927487.8,166624,144500.0,High
Dec-2023,BOTTOM,AUSTRALIA,International,490909.32,1063,970.0,Low
Jun-2022,BOTTOM,JHARKHAND,Domestic,17359872.3,14203,12393.0,Medium
Apr-2022,BOTTOM,KERALA,Domestic,26980.0,76,76.0,Low
Dec-2022,BLOUSE,BIHAR,Domestic,22051673.0,27698,26278.0,High
Aug-2025,KURTA,HARYANA,Domestic,362318.41,287,272.0,Low
Nov-2023,BLOUSE,HIMACHAL PRADESH,Domestic,246867.1,568,495.0,Low
Nov-2022,KURTA,PORTUGAL,International,193949071.58,194590,190007.0,High
Jul-2022,BOTTOM,FRANCE,International,350254404.88,268526,274802.0,High
Jul-2023,BLOUSE,SWEDEN,International,194900.75,319,286.0,Low
Apr-2022,SET,ODISHA,Domestic,291569550.0,341974,327288.0,High
Feb-2021,SAREE,SIKKIM,Domestic,382908.52,265,262.0,Low
Aug-2023,TOP,SOUTH KOREA,International,363510.09,254,260.0,Low
Jun-2021,SET,THAILAND,International,470438597.05,589685,548682.0,High
Jan-2021,BOTTOM,NAGALAND,Domestic,10766.9,10,8.0,Low
Nov-2022,SET,NORWAY,International,16875882.76,12590,11728.0,Medium
Nov-2022,TOP,MALAYSIA,International,309534753.04,244070,254450.0,High
Jun-2024,SET,IRELAND,International,2652985.2,3302,3015.0,Medium
Oct-2022,TOP,KARNATAKA,Domestic,3758313.0,6195,5778.0,High
Mar-2021,BLOUSE,JAPAN,International,381931056.77,1113091,1034002.0,High
Aug-2024,BOTTOM,GUJARAT,Domestic,2924733.69,5249,4529.0,Medium
Jul-2023,SET,MADHYA PRADESH,Domestic,135846.72,330,287.0,Low
Oct-2025,BLOUSE,FRANCE,International,9443886.01,7726,7481.0,Medium
Mar-2022,SET,RAJSTHAN,Domestic,1282129.23,956,923.0,Medium
Oct-2022,SET,NETHERLANDS,International,13002378.84,11478,11002.0,Medium
May-2022,KURTA,JHARKHAND,Domestic,241889720.0,503744,477816.0,High
Jun-2022,KURTA,TELANGANA,Domestic,2240982968.0,4785568,4674448.0,High
Mar-2023,SAREE,SOUTH AFRICA,International,391888.93,422,412.0,Low
Apr-2022,BOTTOM,TAMIL NADU,Domestic,117705.0,342,342.0,High
Oct-2022,SAREE,SPAIN,International,468496167.09,332106,312235.0,High
Feb-2023,TOP,ITALY,International,5424342.6,6524,6650.0,Medium
Mar-2025,KURTA,POLAND,International,371857.15,293,265.0,Low
Feb-2021,SET,MEGHALAYA,Domestic,115167.76,144,144.0,Low
Sep-2024,KURTA,JAMMU & KASHMIR,Domestic,9957349.55,14935,14240.0,Medium
Oct-2022,BLOUSE,CHHATTISGARH,Domestic,7897514.0,14264,13883.0,High
Apr-2022,BOTTOM,GUJARAT,Domestic,85101.0,190,190.0,Medium
Dec-2022,TOP,ASSAM,Domestic,21151117.0,14294,13277.0,High
Apr-2025,SET,RAJASTHAN,Domestic,336217336.49,320891,304499.0,High
May-2023,KURTA,POLAND,International,265234.03,307,265.0,Low
Jul-2021,BOTTOM,UAE,International,402044665.83,788094,775920.0,High
Sep-2023,SET,MAHARASHTRA,Domestic,283886984.61,336828,297717.0,High
Oct-2022,TOP,DELHI,Domestic,29629908.0,17623,15985.0,High
Nov-2022,SET,HIMACHAL PRADESH,Domestic,12961357.0,28549,27587.0,High
Nov-2024,KURTA,DELHI,Domestic,499758248.2,811712,783477.0,High
Jul-2023,BLOUSE,CHANDIGARH,Domestic,10791360.27,11137,11645.0,Medium
May-2022,TOP,JHARKHAND,Domestic,427574.83,1248,1142.0,Low
Jun-2022,SAREE,UTTAR PRADESH,Domestic,479367.0,588,588.0,High
Mar-2022,SET,BIHAR,Domestic,3690382.0,4196,4196.0,High
Jul-2022,SET,UTTAR PRADESH,Domestic,17936722.06,33827,30940.0,Medium
May-2022,BLOUSE,WEST BENGAL,Domestic,1339182.0,2574,2574.0,High
Jan-2023,BOTTOM,DENMARK,International,491003637.15,647813,651082.0,High
Jun-2022,BLOUSE,PONDICHERRY,Domestic,184798.71,196,197.0,Low
May-2022,SET,ITALY,International,297508.07,204,198.0,Low
Aug-2025,TOP,KARNATAKA,Domestic,490121539.11,571714,579431.0,High
Mar-2024,SAREE,AR,Domestic,137726.53,104,106.0,Low
Apr-2022,SAREE,DELHI,Domestic,578004.0,882,882.0,High
Jun-2022,KURTA,UTTARAKHAND,Domestic,204857128.0,463000,451888.0,High
Dec-2022,SAREE,DELHI,Domestic,456277.38,378,382.0,Low
Jul-2024,SET,TRIPURA,Domestic,217804932.62,635491,603459.0,High
Mar-2022,BOTTOM,CANADA,International,19084901.02,27385,26304.0,Medium
Jun-2022,SAREE,UTTARAKHAND,Domestic,111132.0,147,147.0,High
Nov-2022,TOP,International,International,467.0,10,8.0,Low
Dec-2022,BLOUSE,RAJASTHAN,Domestic,12054.0,68,65.0,Low
Nov-2022,KURTA,International,International,16638216.0,18549,15804.0,High
Aug-2024,TOP,UTTARAKHAND,Domestic,29845569.45,40536,38764.0,High
Jul-2024,SET,SWITZERLAND,International,288243618.06,250987,222248.0,High
Jun-2022,SET,NAGALAND,Domestic,53735025.0,47205,52450.0,High
Apr-2022,KURTA,RJ,Domestic,2537240.0,3704,3704.0,High
Aug-2024,BOTTOM,HIMACHAL PRADESH,Domestic,108406.09,128,126.0,Low
Jun-2022,BLOUSE,GUJARAT,Domestic,382824.0,702,702.0,High
Sep-2025,KURTA,RAJASTHAN,Domestic,2884630.06,2188,2040.0,Medium
Oct-2025,KURTA,CHANDIGARH,Domestic,360279.43,306,300.0,Low
Dec-2021,SET,IRELAND,International,167024478.51,241598,208784.0,High
Dec-2025,SAREE,UNITED KINGDOM,International,13925511.93,10736,10003.0,Medium
Oct-2021,KURTA,MALAYSIA,International,101453.57,306,277.0,Low
Feb-2024,BLOUSE,DENMARK,International,15093036.25,12164,11129.0,Medium
May-2022,SAREE,ODISHA,Domestic,375732.0,441,441.0,High
Jul-2021,BLOUSE,PUDUCHERRY,Domestic,99690475.35,227958,194161.0,High
Apr-2022,BOTTOM,SWEDEN,International,351189.09,304,267.0,Low
May-2022,KURTA,ASSAM,Domestic,200175272.0,448184,433368.0,High
May-2024,SET,DELHI,Domestic,412101433.23,1301076,1276906.0,High
Sep-2021,KURTA,RAJSHTHAN,Domestic,11538397.11,9601,8414.0,Medium
Apr-2022,KURTA,UTTARAKHAND,Domestic,300635160.0,718576,688944.0,High
May-2023,TOP,JHARKHAND,Domestic,298206429.16,213748,189267.0,High
Sep-2022,BOTTOM,TAMIL NADU,Domestic,6261173.16,5119,4990.0,Medium
Mar-2022,SET,UTTAR PRADESH,Domestic,5172619.0,6294,6294.0,High
May-2022,KURTA,NAGALAND,Domestic,16286488.0,40744,37040.0,High
Jun-2022,BOTTOM,JAMMU & KASHMIR,Domestic,11438.0,38,38.0,Low
Feb-2024,TOP,MAHARASHTRA,Domestic,1928289.28,1512,1512.0,Medium
Sep-2021,SET,SINGAPORE,International,5939292.48,13053,11354.0,Medium
Mar-2022,KURTA,SWEDEN,International,28676174.54,32123,28453.0,High
Sep-2022,KURTA,GOA,Domestic,14881413.01,20557,18692.0,Medium
Jun-2022,TOP,JAMMU & KASHMIR,Domestic,1000020.28,1409,1304.0,Medium
Aug-2021,SET,AUSTRALIA,International,450637.58,309,290.0,Low
Aug-2023,TOP,KERALA,Domestic,474306.91,388,350.0,Low
Aug-2023,BOTTOM,SINGAPORE,International,3919017.71,12555,11045.0,Medium
Jun-2025,BLOUSE,JAMMU & KASHMIR,Domestic,84526919.76,66197,64291.0,High
Mar-2022,KURTA,BIHAR,Domestic,4144776.0,7408,7408.0,High
Apr-2022,KURTA,CHHATTISGARH,Domestic,175636272.0,437072,411144.0,High
Feb-2021,BOTTOM,CANADA,International,209696.09,265,228.0,Low
Dec-2022,SET,SOUTH KOREA,International,397106.64,351,334.0,Low
May-2022,BOTTOM,MAHARASHTRA,Domestic,84854.0,304,228.0,Medium
Oct-2021,BLOUSE,UTTARAKHAND,Domestic,2516965.24,3216,3202.0,Medium
Dec-2021,SET,MAHARASHTRA,Domestic,77802.08,52,46.0,Low
Aug-2025,SAREE,DENMARK,International,261902.57,193,177.0,Low
Jul-2022,SET,TELANGANA,Domestic,3355394.0,6354,5884.0,High
May-2024,SET,SAUDI ARABIA,International,400455.61,883,910.0,Low
Oct-2024,TOP,WEST BENGAL,Domestic,15171847.85,11350,11125.0,Medium
May-2023,SAREE,BELGIUM,International,17533918.15,30035,26800.0,Medium
Oct-2021,SET,PORTUGAL,International,466708388.65,419956,382767.0,High
May-2022,KURTA,NEW DELHI,Domestic,1379463.21,3197,2967.0,Medium
Oct-2022,BLOUSE,MIZORAM,Domestic,4478694.88,4635,4619.0,Medium
Apr-2021,KURTA,MAHARASHTRA,Domestic,20128.97,32,30.0,Low
Jun-2022,SET,LADAKH,Domestic,11330249.0,11539,10490.0,High
Jan-2021,BOTTOM,RAJASTHAN,Domestic,439626811.85,492713,488008.0,High
Sep-2021,KURTA,ITALY,International,167087754.9,479710,464201.0,High
Sep-2022,BLOUSE,CANADA,International,550602.98,410,355.0,Medium
Jan-2025,BOTTOM,DENMARK,International,436253.91,425,413.0,Low
Jul-2025,TOP,MADHYA PRADESH,Domestic,7195391.04,6529,5847.0,Medium
Jul-2022,BOTTOM,GUJARAT,Domestic,56900.13,173,169.0,Low
Aug-2021,SET,SOUTH AFRICA,International,418485.57,327,317.0,Low
Jul-2022,KURTA,LADAKH,Domestic,5858717.69,4551,4254.0,Medium
Jun-2022,BLOUSE,BIHAR,Domestic,528840.0,936,936.0,High
Jun-2022,SET,TAMIL NADU,Domestic,768105074.0,960884,926267.0,High
May-2022,TOP,SIKKIM,Domestic,2051763.0,3444,3444.0,High
Jul-2023,SET,UTTAR PRADESH,Domestic,403321.73,323,293.0,Low
Jun-2022,TOP,UAE,International,16975068.56,51764,52431.0,Medium
Nov-2024,BLOUSE,JHARKHAND,Domestic,311885.24,415,434.0,Low
Jan-2025,BLOUSE,NEW DELHI,Domestic,354461846.7,349142,328918.0,High
Oct-2025,BOTTOM,GOA,Domestic,301939712.06,359664,360315.0,High
Apr-2021,BLOUSE,SWITZERLAND,International,17579720.13,18565,16829.0,Medium
Dec-2022,BOTTOM,WEST BENGAL,Domestic,1828639.0,1719,1539.0,High
Dec-2024,SAREE,UTTARAKHAND,Domestic,126093.7,102,106.0,Low
Mar-2024,TOP,KERALA,Domestic,8078329.66,10108,10101.0,Medium
Feb-2021,BLOUSE,SWEDEN,International,418730485.05,439016,387672.0,High
Jan-2021,KURTA,PUNJAB/MOHALI/ZIRAKPUR,Domestic,62932.62,89,89.0,Low
Feb-2021,BOTTOM,RAJSTHAN,Domestic,2251337.01,7435,6385.0,Medium
Aug-2021,SET,SOUTH KOREA,International,2768990.46,2674,2774.0,Medium
Sep-2024,BOTTOM,IRELAND,International,1094682.68,2389,2454.0,Medium
Nov-2022,BOTTOM,CHHATTISGARH,Domestic,214815.07,528,521.0,Low
Aug-2025,BLOUSE,SAUDI ARABIA,International,2609126.87,2865,2701.0,Medium
Oct-2023,BLOUSE,SIKKIM,Domestic,184209.6,144,130.0,Low
Dec-2023,SAREE,THAILAND,International,324960.51,323,332.0,Low
Feb-2025,SET,THAILAND,International,254093.85,299,285.0,Low
Mar-2023,SET,MALAYSIA,International,370400826.12,507881,438189.0,High
May-2022,KURTA,DELHI,Domestic,1059388448.0,2252032,2200176.0,High
Mar-2022,KURTA,DELHI,Domestic,176330.59,137,118.0,Low
Apr-2022,SET,MAHARASHTRA,Domestic,9727593.18,6654,5902.0,Medium
Jan-2021,BLOUSE,THAILAND,International,18258193.3,21296,18687.0,Medium
Oct-2023,KURTA,UNITED STATES,International,2248218.51,3189,2767.0,Medium
Nov-2024,TOP,INDONESIA,International,418061.74,1081,1068.0,Low
Feb-2024,BLOUSE,PUNJAB/MOHALI/ZIRAKPUR,Domestic,15508022.2,17503,16059.0,Medium
Sep-2022,SAREE,UTTAR PRADESH,Domestic,62967.0,315,291.0,Medium
Apr-2022,BLOUSE,KARNATAKA,Domestic,8333676.0,17082,15912.0,High
May-2023,BOTTOM,ANDAMAN & NICOBAR,Domestic,401877620.6,855677,749627.0,High
Apr-2021,BLOUSE,DADRA AND NAGAR,Domestic,248641151.98,277177,246946.0,High
Jul-2022,BLOUSE,LADAKH,Domestic,2876778.82,5560,5483.0,Medium
Jun-2022,KURTA,ORISSA,Domestic,1392704.0,3704,3704.0,High
Aug-2022,SET,JHARKHAND,Domestic,6503124.0,4165,3587.0,High
Apr-2022,SAREE,NETHERLANDS,International,210834570.12,228844,232858.0,High
Jun-2022,TOP,CHHATTISGARH,Domestic,5300316.0,10332,10332.0,High
Nov-2022,KURTA,JAPAN,International,11367454.69,8529,8162.0,Medium
Mar-2024,SET,AUSTRALIA,International,65627137.68,121405,113233.0,High
Oct-2021,TOP,LAKSHADWEEP,Domestic,471441897.38,437119,455002.0,High
Apr-2024,SAREE,IRELAND,International,128385.21,116,103.0,Low
Sep-2022,SET,KERALA,Domestic,19053400.0,13051,12451.0,High
Jul-2023,BLOUSE,BELGIUM,International,419331940.01,534709,490146.0,High
Feb-2021,KURTA,ITALY,International,16636618.98,13665,13182.0,Medium
May-2022,KURTA,MEXICO,International,12431131.45,26596,24160.0,Medium
Sep-2023,BOTTOM,JHARKHAND,Domestic,478035.83,812,742.0,Low
Dec-2022,TOP,JHARKHAND,Domestic,7807199.0,11109,9468.0,High
Apr-2023,SAREE,WEST BENGAL,Domestic,184664831.61,167827,146094.0,High
Mar-2023,BOTTOM,NEW ZEALAND,International,146560.21,101,88.0,Low
Feb-2025,BOTTOM,ITALY,International,446426.67,384,332.0,Low
May-2022,SET,GUJARAT,Domestic,421124197.0,528696,504569.0,High
Jul-2024,TOP,JHARKHAND,Domestic,41294.52,122,110.0,Low
Jun-2024,SET,INDONESIA,International,101057.71,68,71.0,Low
Dec-2022,BOTTOM,MAHARASHTRA,Domestic,113520.0,444,411.0,Medium
Feb-2024,KURTA,UAE,International,439950672.61,358809,334977.0,High
Feb-2024,SAREE,NETHERLANDS,International,251563328.77,610014,612220.0,High
Mar-2025,SAREE,SPAIN,International,13014620.39,15022,15496.0,Medium
May-2023,SET,HIMACHAL PRADESH,Domestic,5166979.59,4925,4653.0,Medium
Dec-2021,BLOUSE,NEW ZEALAND,International,193234.1,141,124.0,Low
Jan-2023,BOTTOM,MALAYSIA,International,18519423.28,14418,13875.0,Medium
Sep-2022,SAREE,SWEDEN,International,417003.51,286,250.0,Low
Apr-2024,SET,DELHI,Domestic,14824.94,25,25.0,Low
Apr-2023,KURTA,ANDHRA PRADESH,Domestic,227470908.56,555098,554720.0,High
Nov-2024,SAREE,GERMANY,International,93763.0,265,259.0,Low
Oct-2025,BOTTOM,ITALY,International,8964272.59,9239,9361.0,Medium
Sep-2024,TOP,JAPAN,International,1111550.59,2204,2152.0,Medium
Jan-2024,BLOUSE,UNITED STATES,International,213148911.11,442447,415178.0,High
Jun-2024,TOP,RJ,Domestic,184673.57,372,352.0,Low
Jun-2023,SAREE,ITALY,International,81873240.84,70338,61210.0,High
May-2022,BLOUSE,CHHATTISGARH,Domestic,137592.0,234,234.0,High
Oct-2021,KURTA,NETHERLANDS,International,65583332.11,96744,84102.0,High
Aug-2022,KURTA,JHARKHAND,Domestic,7248944.67,4928,4820.0,Medium
Dec-2022,BOTTOM,TELANGANA,Domestic,2633.0,43,39.0,Low
Mar-2023,TOP,THAILAND,International,259199853.58,253150,226683.0,High
Oct-2022,SET,CHHATTISGARH,Domestic,6354170.0,7954,7191.0,High
Jun-2021,SAREE,HARYANA,Domestic,121391279.11,90889,93362.0,High
May-2022,BLOUSE,INDONESIA,International,417896.89,753,667.0,Low
Nov-2022,BLOUSE,NEW DELHI,Domestic,1721737.47,1240,1088.0,Medium
Feb-2024,TOP,AUSTRALIA,International,167907.59,114,119.0,Low
Jul-2024,KURTA,BIHAR,Domestic,381923.74,417,408.0,Low
May-2021,BLOUSE,RAJASTHAN,Domestic,192378.19,274,281.0,Low
Mar-2021,BLOUSE,INDONESIA,International,13802780.67,16016,15468.0,Medium
Feb-2023,TOP,SAUDI ARABIA,International,319282549.4,697815,636364.0,High
Oct-2025,SET,TRIPURA,Domestic,12708160.86,37745,39404.0,Medium
Dec-2024,TOP,UTTARAKHAND,Domestic,348331933.61,563239,556250.0,High
Apr-2021,SET,GUJARAT,Domestic,182949.67,174,159.0,Low
May-2022,SAREE,ANDHRA PRADESH,Domestic,5283067.88,10808,9533.0,Medium
Dec-2024,KURTA,LADAKH,Domestic,324421.1,253,243.0,Low
Jun-2022,BLOUSE,DELHI,Domestic,2514524.66,2510,2478.0,Medium
Jul-2021,TOP,JAMMU & KASHMIR,Domestic,422806589.59,857940,733533.0,High
Jul-2023,TOP,HIMACHAL PRADESH,Domestic,146081472.96,119666,123894.0,High
Mar-2021,BLOUSE,NL,Domestic,21383000.8,16068,14255.0,High
Oct-2022,BLOUSE,MANIPUR,Domestic,11307417.03,36919,37000.0,Medium
May-2021,SAREE,ANDHRA PRADESH,Domestic,277336.74,187,175.0,Low
Oct-2024,SET,MADHYA PRADESH,Domestic,488910.84,372,329.0,Low
Jun-2022,TOP,UTTAR PRADESH,Domestic,95629548.0,161007,154980.0,High
Dec-2025,SET,SOUTH AFRICA,International,1835897.56,3654,3684.0,Medium
Mar-2024,SAREE,SINGAPORE,International,9720099.69,9064,7900.0,Medium
Sep-2025,BLOUSE,NEW ZEALAND,International,8162696.73,6175,6367.0,Medium
Dec-2022,TOP,GOA,Domestic,7405.0,47,44.0,Low
Nov-2024,TOP,THAILAND,International,391749161.25,1150352,1114266.0,High
Dec-2022,SAREE,CANADA,International,16009165.84,13407,11543.0,Medium
Sep-2023,SAREE,LAKSHADWEEP,Domestic,326899904.26,463294,477829.0,High
Apr-2024,KURTA,SINGAPORE,International,144423360.21,447528,383611.0,High
Dec-2022,TOP,UTTARAKHAND,Domestic,7941432.83,17468,16289.0,Medium
Mar-2022,SET,KARNATAKA,Domestic,1073191.69,1385,1345.0,Medium
Jun-2022,SET,HARYANA,Domestic,436751150.0,529745,520304.0,High
Sep-2021,TOP,CHHATTISGARH,Domestic,858529.77,1001,1039.0,Medium
Sep-2024,SAREE,MEXICO,International,304666.21,318,307.0,Low
May-2025,SET,RAJSHTHAN,Domestic,165597.37,225,221.0,Low
Jun-2023,SET,BIHAR,Domestic,451531511.67,430648,377594.0,High
Oct-2023,BOTTOM,UAE,International,2185921.39,7245,6809.0,Medium
Mar-2023,SET,ORISSA,Domestic,302060953.58,235119,218297.0,High
Aug-2021,KURTA,RAJSHTHAN,Domestic,76123297.05,68053,70773.0,High
Nov-2023,SET,AR,Domestic,13507218.71,9690,8906.0,Medium
Jan-2021,SET,UAE,International,16665845.78,11188,11344.0,Medium
Nov-2025,SAREE,CHANDIGARH,Domestic,9350138.49,9221,9633.0,Medium
Jul-2023,SET,NL,Domestic,254696444.69,322854,338129.0,High
Jun-2022,TOP,PUNJAB,Domestic,27983361.0,48216,46494.0,High
Oct-2022,SET,JAPAN,International,239360105.26,233579,222006.0,High
Jul-2024,SET,BRAZIL,International,32226892.03,85634,76575.0,High
May-2022,TOP,NAGALAND,Domestic,3697995.0,6027,6027.0,High
Jul-2023,KURTA,SPAIN,International,4185220.37,6558,5925.0,Medium
